feature,latent_dim,full_weight,mean_boot_weight,p_unc,p_fdr,fdr_significant,final_significant,thresholded_weight,sign
feature_222,0,0.05539702438505342,0.05808381088085446,0.060387922415516895,0.1905112310871159,False,False,0.0,zero
feature_223,0,9.038854695300825e-05,0.0008679091585313529,0.9878024395120976,0.9878024395120975,False,False,0.0,zero
feature_224,0,0.015121255827244738,0.015112962736460955,0.6314737052589482,0.7774108336227492,False,False,0.0,zero
feature_225,0,-0.004614507012636275,-0.002806506516610329,0.9306138772245551,0.9553204403367115,False,False,0.0,zero
feature_226,0,0.04135030337313604,0.0418664964473113,0.19356128774245152,0.41956918350843103,False,False,0.0,zero
feature_227,0,0.02573223923341001,0.028263500330508548,0.3903219356128774,0.6294963229576307,False,False,0.0,zero
feature_228,0,-0.06309822859374006,-0.06393763257892998,0.014397120575884824,0.07952695175250664,False,False,0.0,zero
feature_229,0,-0.04669254667358989,-0.04706953409095272,0.09718056388722256,0.2533246159756813,False,False,0.0,zero
feature_230,0,0.10334746854661997,0.10442577707615192,0.0007998400319936012,0.00843467670102343,True,True,0.10334746854661997,positive
feature_231,0,-0.021168445979945244,-0.018224040806451566,0.529494101179764,0.7445007968103349,False,False,0.0,zero
