"model","contrast","age0","age1","ACME_at_age0","ACME_at_age1","ACME_avg","ADE_Ma0","ADE_Ma1","ADE_avg","Total_effect","Prop_med_avg","boot"
"age_moderation","12_to_16",12,16,-0.057610698348431,-0.0303931211461315,-0.0440019097472813,0.0799417929385827,0.107159370140882,0.0935505815397325,0.0495486717924512,-0.888054273817789,162
"age_moderation","16_to_19",16,19,0.0367876912488203,-0.0135822384080182,0.0116027264204011,0.117239346756034,0.0668694170991952,0.0920543819276144,0.103657108348016,0.111933726546243,162
"age_moderation","8_to_19",8,19,0.0265608213519375,0.00950572499281233,0.0180332731723749,0.218157518241979,0.201102421882853,0.209629970062416,0.227663243234791,0.0792102972625101,162
"age_moderation","8_to_11",8,11,0.0231866744620608,-0.0318213571368422,-0.00431734133739072,0.112508336325312,0.057500304726409,0.0850043205258605,0.0806869791884698,-0.0535072868114967,162
"age_moderation","11_to_19",11,19,-0.00463067411372938,0.0012075572511683,-0.00171155843128054,0.145768706795153,0.15160693816005,0.148687822477602,0.146976264046321,-0.0116451349637049,162
"no_age_moderation","8_to_12",8,12,-0.00412117682324144,-0.00412117682324144,-0.00412117682324144,0.200994424484231,0.200994424484231,0.200994424484231,0.19687324766099,-0.0209331479629878,163
"no_age_moderation","12_to_16",12,16,-0.00371751729596823,-0.00371751729596823,-0.00371751729596823,0.201025384493004,0.201025384493004,0.201025384493004,0.197307867197036,-0.018841201563726,163
"no_age_moderation","16_to_19",16,19,-0.00154103864892363,-0.00154103864892363,-0.00154103864892363,0.15085257062864,0.15085257062864,0.15085257062864,0.149311531979716,-0.0103209620080315,163
"no_age_moderation","8_to_19",8,19,-0.00937973276813331,-0.00937973276813331,-0.00937973276813331,0.552872379605875,0.552872379605875,0.552872379605875,0.543492646837742,-0.0172582514643176,163
"no_age_moderation","8_to_11",8,11,-0.00301412059731998,-0.00301412059731998,-0.00301412059731998,0.150751515629513,0.150751515629513,0.150751515629513,0.147737395032193,-0.0204018799482906,163
"no_age_moderation","11_to_19",11,19,-0.00636561217081333,-0.00636561217081333,-0.00636561217081333,0.402120863976362,0.402120863976362,0.402120863976362,0.395755251805549,-0.0160847193859629,163
"age_moderation","8_to_12",8,12,-0.00408904349925616,-0.0041341204027586,-0.00411158195100738,0.201669159450339,0.201624082546837,0.201646620998588,0.19753503904758,-0.0208144437099943,163
"age_moderation","12_to_16",12,16,-0.00372919308247028,-0.00372766852664253,-0.0037284308045564,0.201002867729736,0.201004392285564,0.20100363000765,0.197275199203093,-0.0188996428320319,163
"age_moderation","16_to_19",16,19,-0.00154524668282322,-0.00152923821743432,-0.00153724245012877,0.150276074408781,0.15029208287417,0.150284078641476,0.148746836191347,-0.0103346228362886,163
"age_moderation","8_to_19",8,19,-0.00930659783486958,-0.00930790790248093,-0.00930725286867526,0.552864982344502,0.55286367227689,0.552864327310696,0.543557074442021,-0.0171228621727156,163
"age_moderation","8_to_11",8,11,-0.00299061912726945,-0.00301528889516332,-0.00300295401121638,0.151254496802986,0.151229827035092,0.151242161919039,0.148239207907823,-0.0202574882421367,163
"age_moderation","11_to_19",11,19,-0.00636807953425445,-0.00631686779288021,-0.00634247366356733,0.401634734327078,0.401685946068452,0.401660340197765,0.395317866534198,-0.0160439843490318,163
"no_age_moderation","8_to_12",8,12,-0.0138186425108877,-0.0138186425108877,-0.0138186425108877,0.286520680079226,0.286520680079226,0.286520680079226,0.272702037568338,-0.0506730445951464,164
"no_age_moderation","12_to_16",12,16,-0.0181228835672993,-0.0181228835672993,-0.0181228835672993,-0.0131426089162749,-0.0131426089162749,-0.0131426089162749,-0.0312654924835742,0.579644909697821,164
"no_age_moderation","16_to_19",16,19,0.020530498963927,0.020530498963927,0.020530498963927,0.395398205478483,0.395398205478483,0.395398205478483,0.41592870444241,0.0493606205694555,164
"no_age_moderation","8_to_19",8,19,-0.01141102711426,-0.01141102711426,-0.01141102711426,0.668776276641434,0.668776276641434,0.668776276641434,0.657365249527174,-0.0173587318807431,164
"no_age_moderation","8_to_11",8,11,-0.0131485586085915,-0.0131485586085915,-0.0131485586085915,0.326573658457683,0.326573658457683,0.326573658457683,0.313425099849091,-0.0419511985955252,164
"no_age_moderation","11_to_19",11,19,0.00173753149433153,0.00173753149433153,0.00173753149433153,0.342202618183752,0.342202618183752,0.342202618183752,0.343940149678083,0.00505184258353614,164
"age_moderation","8_to_12",8,12,-0.0137896038440242,-0.0138228336679189,-0.0138062187559716,0.286538527396996,0.286505297573102,0.286521912485049,0.272715693729078,-0.050624951454708,164
"age_moderation","12_to_16",12,16,-0.0181283801890428,-0.0181386103595713,-0.0181334952743071,-0.0131250818716336,-0.0131353120421621,-0.0131301969568978,-0.0312636922312049,0.580017713205598,164
"age_moderation","16_to_19",16,19,0.0205483150521481,0.0205131491646746,0.0205307321084114,0.395409363186481,0.395374197299007,0.395391780242744,0.415922512351155,0.0493619159789016,164
"age_moderation","8_to_19",8,19,-0.0113870478402696,-0.0114013839472804,-0.011394215893775,0.668775897796308,0.668761561689297,0.668768729742803,0.657374513849028,-0.017332913968721,164
"age_moderation","8_to_11",8,11,-0.0131209280643563,-0.0131453048529514,-0.0131331164586539,0.326580941417856,0.326556564629261,0.326568753023559,0.313435636564905,-0.0419005209573045,164
"age_moderation","11_to_19",11,19,0.00173710152302672,0.00173606315093355,0.00173658233698014,0.342202814133189,0.342201775761096,0.342202294947143,0.343938877284123,0.0050491016040201,164
"no_age_moderation","8_to_12",8,12,-0.0271667853783573,-0.0271667853783573,-0.0271667853783573,0.0145560113787582,0.0145560113787582,0.0145560113787582,-0.0126107739995991,2.15425202126538,165
"no_age_moderation","12_to_16",12,16,-0.0279937877638057,-0.0279937877638057,-0.0279937877638057,0.0145223740410216,0.0145223740410216,0.0145223740410216,-0.013471413722784,2.07801410749193,165
"no_age_moderation","16_to_19",16,19,0.0831999718791305,0.0831999718791305,0.0831999718791305,0.0108867399535262,0.0108867399535262,0.0108867399535262,0.0940867118326567,0.884290355763634,165
"no_age_moderation","8_to_19",8,19,0.0280393987369676,0.0280393987369676,0.0280393987369676,0.039965125373306,0.039965125373306,0.039965125373306,0.0680045241102736,0.41231666721908,165
"no_age_moderation","8_to_11",8,11,-0.0187697393880599,-0.0187697393880599,-0.0187697393880599,0.0109201407860056,0.0109201407860056,0.0109201407860056,-0.00784959860205436,2.39117187255251,165
"no_age_moderation","11_to_19",11,19,0.0468091381250275,0.0468091381250275,0.0468091381250275,0.0290449845873004,0.0290449845873004,0.0290449845873004,0.0758541227123279,0.617094186199322,165
"age_moderation","8_to_12",8,12,-0.0199661949192018,-0.0256677354914738,-0.0228169652053378,0.0276662281569138,0.0219646875846418,0.0248154578707778,0.00199849266544,-11.4170872877906,165
"age_moderation","12_to_16",12,16,-0.0264491042910908,-0.0323237788434789,-0.0293864415672849,0.0219549052439922,0.0160802306916041,0.0190175679677982,-0.0103688735994867,2.8341016297797,165
"age_moderation","16_to_19",16,19,0.0960690819511698,0.109157967971153,0.102613524961161,0.0120527578587907,0.0251416438787741,0.0185972008687824,0.121210725829944,0.846571326576545,165
"age_moderation","8_to_19",8,19,0.0206075210151848,0.036787557977866,0.0286975394965254,0.0760527869180312,0.0922328238807124,0.0841428053993718,0.112840344895897,0.254319849190472,165
"age_moderation","8_to_11",8,11,-0.0137947964761115,-0.0167492488767232,-0.0152720226764173,0.0207505903232796,0.017796137922668,0.0192733641229738,0.00400134144655644,-3.81672568572233,165
"age_moderation","11_to_19",11,19,0.0417703137988013,0.0614133669135373,0.0515918403561693,0.0474256365358035,0.0670686896505395,0.0572471630931715,0.108839003449341,0.474019778949766,165
"no_age_moderation","8_to_12",8,12,-0.00319028589737336,-0.00319028589737336,-0.00319028589737336,0.141804211498253,0.141804211498253,0.141804211498253,0.13861392560088,-0.0230156233116098,166
"no_age_moderation","12_to_16",12,16,-0.0053505015832167,-0.0053505015832167,-0.0053505015832167,0.142183825508679,0.142183825508679,0.142183825508679,0.136833323925463,-0.0391023285097663,166
"no_age_moderation","16_to_19",16,19,0.0142940098954281,0.0142940098954281,0.0142940098954281,0.106865180043418,0.106865180043418,0.106865180043418,0.121159189938846,0.117977100231875,166
"no_age_moderation","8_to_19",8,19,0.005753222414838,0.005753222414838,0.005753222414838,0.390853217050351,0.390853217050351,0.390853217050351,0.396606439465189,0.0145061245667015,166
"no_age_moderation","8_to_11",8,11,-0.00106658575114381,-0.00106658575114381,-0.00106658575114381,0.106338867267708,0.106338867267708,0.106338867267708,0.105272281516565,-0.0101316864779451,166
"no_age_moderation","11_to_19",11,19,0.00681980816598181,0.00681980816598181,0.00681980816598181,0.284514349782643,0.284514349782643,0.284514349782643,0.291334157948624,0.0234088862562572,166
"age_moderation","8_to_12",8,12,-0.000999902340645077,-0.0042826626097749,-0.00264128247520999,0.206489894119742,0.203207133850612,0.204848513985177,0.202207231509967,-0.0130622552689457,166
"age_moderation","12_to_16",12,16,-0.00718255159916927,-0.00612548413858912,-0.00665401786887919,0.242705956559653,0.243763024020233,0.243234490289943,0.236580472421064,-0.0281258119099383,166
"age_moderation","16_to_19",16,19,0.0163643967821491,0.00545236129198212,0.0109083790370656,0.352684474688355,0.341772439198188,0.347228456943272,0.358136835980338,0.0304586904812677,166
"age_moderation","8_to_19",8,19,0.0018031802615499,0.00219453095585553,0.00199885560870271,0.794730008955513,0.795121359649819,0.794925684302666,0.796924539911369,0.00250821189284122,166
"age_moderation","8_to_11",8,11,-0.000334290287258286,-0.0011513270092638,-0.000742808648261044,0.29603947259556,0.295222435873555,0.295630954234557,0.294888145586296,-0.00251895052201638,166
"age_moderation","11_to_19",11,19,0.00736164844792816,0.0026013734658763,0.00498151095690223,0.499435020859196,0.494674745877144,0.49705488336817,0.502036394325072,0.00992260922357884,166
"no_age_moderation","8_to_12",8,12,-0.00242593340144691,-0.00242593340144691,-0.00242593340144691,0.0351762843582248,0.0351762843582248,0.0351762843582248,0.0327503509567779,-0.0740735085449474,167
"no_age_moderation","12_to_16",12,16,-0.0252404262658001,-0.0252404262658001,-0.0252404262658001,0.0352101737565116,0.0352101737565116,0.0352101737565116,0.00996974749071144,-2.53170165937663,167
"no_age_moderation","16_to_19",16,19,0.0365270849795465,0.0365270849795465,0.0365270849795465,0.0264792738065172,0.0264792738065172,0.0264792738065172,0.0630063587860636,0.579736485067693,167
"no_age_moderation","8_to_19",8,19,0.00886072531229942,0.00886072531229942,0.00886072531229942,0.0968657319212536,0.0968657319212536,0.0968657319212536,0.105726457233553,0.0838080225531988,167
"no_age_moderation","8_to_11",8,11,0.00359868115061746,0.00359868115061746,0.00359868115061746,0.0263822875502342,0.0263822875502342,0.0263822875502342,0.0299809687008517,0.120032183967266,167
"no_age_moderation","11_to_19",11,19,0.00526204416168196,0.00526204416168196,0.00526204416168196,0.0704834443710194,0.0704834443710194,0.0704834443710194,0.0757454885327014,0.0694700669784471,167
"age_moderation","8_to_12",8,12,-0.00208587301300294,-0.00260193926046617,-0.00234390613673456,0.0552279661468247,0.0547118998993615,0.0549699330230931,0.0526260268863586,-0.044538914970648,167
"age_moderation","12_to_16",12,16,-0.0270716648745255,-0.026008912528368,-0.0265402887014467,0.0334618837353056,0.0345246360814631,0.0339932599083843,0.00745297120693759,-3.56103464840194,167
"age_moderation","16_to_19",16,19,0.0376392121172908,0.0330085111620151,0.0353238616396529,0.0204400609796065,0.0158093600243308,0.0181247105019686,0.0534485721416216,0.660894392951341,167
"age_moderation","8_to_19",8,19,0.00761865424398686,0.0080071911169033,0.00781292268044508,0.105520379118014,0.105908915990931,0.105714647554473,0.113527570234918,0.0688196062355438,167
"age_moderation","8_to_11",8,11,0.00309422834526351,0.00373415632641331,0.00341419233583841,0.042993222564842,0.0436331505459918,0.0433131865554169,0.0467273788912553,0.0730662069401319,167
"age_moderation","11_to_19",11,19,0.00546013794326769,0.00475516301240964,0.00510765047783867,0.0620450283312528,0.0613400534003947,0.0616925408658238,0.0668001913436624,0.0764616144819359,167
"no_age_moderation","8_to_12",8,12,0.0429821858151289,0.0429821858151289,0.0429821858151289,0.132413059558092,0.132413059558092,0.132413059558092,0.175395245373221,0.245059013564864,168
"no_age_moderation","12_to_16",12,16,-0.0398470305334717,-0.0398470305334717,-0.0398470305334717,0.0331622388755379,0.0331622388755379,0.0331622388755379,-0.00668479165793378,5.96084853088572,168
"no_age_moderation","16_to_19",16,19,0.0349233953514032,0.0349233953514032,0.0349233953514032,0.31069223567691,0.31069223567691,0.31069223567691,0.345615631028313,0.101046920960998,168
"no_age_moderation","8_to_19",8,19,0.0380585506330604,0.0380585506330604,0.0380585506330604,0.47626753411054,0.47626753411054,0.47626753411054,0.5143260847436,0.0739969287228222,168
"no_age_moderation","8_to_11",8,11,0.0469290835115901,0.0469290835115901,0.0469290835115901,0.185908268386451,0.185908268386451,0.185908268386451,0.232837351898041,0.201553071829043,168
"no_age_moderation","11_to_19",11,19,-0.00887053287852968,-0.00887053287852968,-0.00887053287852968,0.290359265724089,0.290359265724089,0.290359265724089,0.281488732845559,-0.0315129234085421,168
"age_moderation","8_to_12",8,12,0.0560856629260296,0.0461527655409907,0.0511192142335102,0.141433332834773,0.131500435449734,0.136466884142253,0.187586098375764,0.272510674704213,168
"age_moderation","12_to_16",12,16,-0.0427863456182983,-0.0335489807584563,-0.0381676631883773,0.0294127593201847,0.0386501241800267,0.0340314417501057,-0.00413622143827167,9.2276643690348,168
"age_moderation","16_to_19",16,19,0.0294035541162847,0.0233168673125114,0.0263602107143981,0.324014341395669,0.317927654591895,0.320970997993782,0.34733120870818,0.0758935852969818,168
"age_moderation","8_to_19",8,19,0.0496610165764944,0.025410077293126,0.0375355469348102,0.505371008352546,0.481120069069178,0.493245538710862,0.530781085645672,0.0707175669026522,168
"age_moderation","8_to_11",8,11,0.0612358052375299,0.0531046414771117,0.0571702233573208,0.192906280089543,0.184775116329125,0.188840698209334,0.246010921566655,0.232388964657534,168
"age_moderation","11_to_19",11,19,-0.0100378365179221,-0.00592247792743942,-0.00798015722268078,0.290692642006457,0.294808000596939,0.292750321301698,0.284770164079017,-0.0280231506994057,168
"no_age_moderation","8_to_12",8,12,0.00335476748838341,0.00335476748838341,0.00335476748838341,0.458783913272592,0.458783913272592,0.458783913272592,0.462138680760976,0.00725922245430595,169
"no_age_moderation","12_to_16",12,16,-0.0341096320254502,-0.0341096320254502,-0.0341096320254502,0.0903689717748319,0.0903689717748319,0.0903689717748319,0.0562593397493818,-0.60629278938214,169
"no_age_moderation","16_to_19",16,19,0.0188120545866122,0.0188120545866122,0.0188120545866122,0.209515871935612,0.209515871935612,0.209515871935612,0.228327926522224,0.0823905111965403,169
"no_age_moderation","8_to_19",8,19,-0.0119428099504546,-0.0119428099504546,-0.0119428099504546,0.758668756983036,0.758668756983036,0.758668756983036,0.746725947032582,-0.0159935649724162,169
"no_age_moderation","8_to_11",8,11,0.00584367221847071,0.00584367221847071,0.00584367221847071,0.385080117475393,0.385080117475393,0.385080117475393,0.390923789693864,0.014948366849321,169
"no_age_moderation","11_to_19",11,19,-0.0177864821689253,-0.0177864821689253,-0.0177864821689253,0.373588639507643,0.373588639507643,0.373588639507643,0.355802157338718,-0.0499898097919425,169
"age_moderation","8_to_12",8,12,-0.00129675305947788,0.00575634384706006,0.00222979539379109,0.477939567648131,0.484992664554669,0.4814661161014,0.483695911495191,0.00460991160106851,169
"age_moderation","12_to_16",12,16,-0.0585276836964322,-0.0249350210855806,-0.0417313523910064,0.0972636434889593,0.130856306099811,0.114059974794385,0.0723286224033787,-0.576968715901563,169
"age_moderation","16_to_19",16,19,0.0137520972794506,0.00871971175484592,0.0112359045171482,0.141298612242112,0.136266226717507,0.138782419479809,0.150018323996957,0.0748968807128929,169
"age_moderation","8_to_19",8,19,0.00461637815307417,-0.0055356983912329,-0.000459660119079362,0.71157855628676,0.701426479742453,0.706502518014607,0.706042857895527,-0.000651037134557882,169
"age_moderation","8_to_11",8,11,-0.00225881520973608,0.00892192853380892,0.00333155666203642,0.399589754798719,0.410770498542264,0.405180126670492,0.408511683332528,0.00815535221626584,169
"age_moderation","11_to_19",11,19,-0.0271558220321513,-0.00824434125106816,-0.0177000816416097,0.305775515814067,0.32468699659515,0.315231256204609,0.297531174562999,-0.059489838897073,169
"no_age_moderation","8_to_12",8,12,-0.000947023688404625,-0.000947023688404625,-0.000947023688404625,-0.10885997487074,-0.10885997487074,-0.10885997487074,-0.109806998559144,0.00862443834028065,170
"no_age_moderation","12_to_16",12,16,-0.0438563338967213,-0.0438563338967213,-0.0438563338967213,0.117933612485531,0.117933612485531,0.117933612485531,0.0740772785888093,-0.592034895614355,170
"no_age_moderation","16_to_19",16,19,0.0680223290747395,0.0680223290747395,0.0680223290747395,0.158897912614835,0.158897912614835,0.158897912614835,0.226920241689574,0.299763161577245,170
"no_age_moderation","8_to_19",8,19,0.0232189714896136,0.0232189714896136,0.0232189714896136,0.167971550229626,0.167971550229626,0.167971550229626,0.19119052171924,0.121444155708254,170
"no_age_moderation","8_to_11",8,11,0.0127973140259203,0.0127973140259203,0.0127973140259203,-0.0937485732905019,-0.0937485732905019,-0.0937485732905019,-0.0809512592645816,-0.158086657850417,170
"no_age_moderation","11_to_19",11,19,0.0104216574636933,0.0104216574636933,0.0104216574636933,0.261720123520128,0.261720123520128,0.261720123520128,0.272141780983821,0.0382949557617279,170
"age_moderation","8_to_12",8,12,0.000602961493558304,-0.0016724162497761,-0.000534727378108898,-0.218148582616506,-0.22042396035984,-0.219286271488173,-0.219820998866282,0.00243255822176558,170
"age_moderation","12_to_16",12,16,-0.077449008258772,-0.0708959283095125,-0.0741724682841422,0.181720154935117,0.188273234884376,0.184996694909747,0.110824226625604,-0.669280269689747,170
"age_moderation","16_to_19",16,19,0.109961452247363,-0.0479369759524331,0.0310122381474649,0.158473033197144,0.000574604997347759,0.0795238190972457,0.110536057244711,0.280562188669425,170
"age_moderation","8_to_19",8,19,-0.014783311019238,-0.0163629692349235,-0.0155731401270807,0.0179022542389564,0.0163225960232709,0.0171124251311137,0.00153928500403295,-10.1171258644623,170
"age_moderation","8_to_11",8,11,-0.00814793512885231,0.0155993457923942,0.00372570533177096,-0.194825053328804,-0.171077772407557,-0.18295141286818,-0.179225707536409,-0.0207877842022975,170
"age_moderation","11_to_19",11,19,0.0127035281135366,-0.0073443933781299,0.00267956736770333,0.188109385918572,0.168061464426906,0.178085425172739,0.180764992540442,0.014823486174204,170
"no_age_moderation","8_to_12",8,12,0.0162154189555093,0.0162154189555093,0.0162154189555093,-0.0763935711846129,-0.0763935711846129,-0.0763935711846129,-0.0601781522291036,-0.269456910105443,171
"no_age_moderation","12_to_16",12,16,-0.0146445615145634,-0.0146445615145634,-0.0146445615145634,0.0631262764283731,0.0631262764283731,0.0631262764283731,0.0484817149138097,-0.302063603579171,171
"no_age_moderation","16_to_19",16,19,0.0176620069581217,0.0176620069581217,0.0176620069581217,0.197749335596185,0.197749335596185,0.197749335596185,0.215411342554306,0.0819920007400215,171
"no_age_moderation","8_to_19",8,19,0.0192328643990676,0.0192328643990676,0.0192328643990676,0.184482040839945,0.184482040839945,0.184482040839945,0.203714905239012,0.0944106881943776,171
"no_age_moderation","8_to_11",8,11,0.0200618289691841,0.0200618289691841,0.0200618289691841,-0.0555059826194295,-0.0555059826194295,-0.0555059826194295,-0.0354441536502454,-0.56601235755689,171
"no_age_moderation","11_to_19",11,19,-0.000828964570116497,-0.000828964570116497,-0.000828964570116497,0.239988023459374,0.239988023459374,0.239988023459374,0.239159058889258,-0.00346616420873419,171
"age_moderation","8_to_12",8,12,0.0161298418865905,0.0162483702013638,0.0161891060439771,-0.0763585815438197,-0.0762400532290463,-0.076299317386433,-0.0601102113424558,-0.269323725244379,171
"age_moderation","12_to_16",12,16,-0.0146743206313777,-0.0146593916768243,-0.014666856154101,0.0631040624843159,0.0631189914388693,0.0631115269615926,0.0484446708074916,-0.302754790354214,171
"age_moderation","16_to_19",16,19,0.0176798928080189,0.0175887720503245,0.0176343324291717,0.197750828085557,0.197659707327863,0.19770526770671,0.215339600135881,0.0818908014041275,171
"age_moderation","8_to_19",8,19,0.0191313627254627,0.0191531159846163,0.0191422393550395,0.184520943616301,0.184542696875454,0.184531820245878,0.203674059600917,0.0939846703725904,171
"age_moderation","8_to_11",8,11,0.0199559524250725,0.0200752154987694,0.020015583961921,-0.0554730991926911,-0.0553538361189942,-0.0554134676558426,-0.0353978836939216,-0.565445780176908,171
"age_moderation","11_to_19",11,19,-0.000829517708056853,-0.000825527296878015,-0.000827522502467434,0.239897470591717,0.239901461002896,0.239899465797306,0.239071943294839,-0.00346139530662902,171
"no_age_moderation","8_to_12",8,12,-0.0455036204004071,-0.0455036204004071,-0.0455036204004071,0.0803561508983153,0.0803561508983153,0.0803561508983153,0.0348525304979082,-1.30560449271074,172
"no_age_moderation","12_to_16",12,16,-0.00948866395016257,-0.00948866395016257,-0.00948866395016257,0.0826614431948851,0.0826614431948851,0.0826614431948851,0.0731727792447225,-0.129674778628105,172
"no_age_moderation","16_to_19",16,19,0.0178645171365845,0.0178645171365845,0.0178645171365845,0.0637824104876668,0.0637824104876668,0.0637824104876668,0.0816469276242513,0.218802074449135,172
"no_age_moderation","8_to_19",8,19,-0.0371277672139851,-0.0371277672139851,-0.0371277672139851,0.226800004580867,0.226800004580867,0.226800004580867,0.189672237366882,-0.195746977677967,172
"no_age_moderation","8_to_11",8,11,-0.0376522420635483,-0.0376522420635483,-0.0376522420635483,0.0602323958398188,0.0602323958398188,0.0602323958398188,0.0225801537762704,-1.66749272111323,172
"no_age_moderation","11_to_19",11,19,0.000524474849563214,0.000524474849563214,0.000524474849563214,0.166567608741048,0.166567608741048,0.166567608741048,0.167092083590612,0.00313883721055402,172
"age_moderation","8_to_12",8,12,-0.0359206838168568,-0.0440877026686284,-0.0400041932427426,0.0859680064005145,0.077800987548743,0.0818844969746288,0.0418803037318862,-0.955203035270368,172
"age_moderation","12_to_16",12,16,-0.0091934090359445,-0.0109130024176101,-0.0100532057267773,0.078957990707125,0.0772383973254595,0.0780981940162923,0.068044988289515,-0.147743514687714,172
"age_moderation","16_to_19",16,19,0.0205461506198303,0.0229803102287311,0.0217632304242807,0.058714816546342,0.0611489761552429,0.0599318963507924,0.0816951267750732,0.266395699271026,172
"age_moderation","8_to_19",8,19,-0.0293087621420876,-0.0477599031731,-0.0385343326575938,0.239380321969574,0.220929180938562,0.230154751454068,0.191620418796474,-0.201097215524418,172
"age_moderation","8_to_11",8,11,-0.0297227840391434,-0.034785223425267,-0.0322540037322052,0.0644382641840766,0.059375824797953,0.0619070444910148,0.0296530407588095,-1.0877131959097,172
"age_moderation","11_to_19",11,19,0.000484538870015415,0.000674666695886117,0.000579602782950766,0.161292711341779,0.161482839167649,0.161387775254714,0.161967378037665,0.00357851556265844,172
"no_age_moderation","8_to_12",8,12,-0.0035839914230516,-0.0035839914230516,-0.0035839914230516,0.119375346126954,0.119375346126954,0.119375346126954,0.115791354703902,-0.0309521503761353,173
"no_age_moderation","12_to_16",12,16,-0.0214082358956658,-0.0214082358956658,-0.0214082358956658,0.11926311214324,0.11926311214324,0.11926311214324,0.0978548762475739,-0.218775361194088,173
"no_age_moderation","16_to_19",16,19,0.00846154075179989,0.00846154075179989,0.00846154075179989,0.0893869361531303,0.0893869361531303,0.0893869361531303,0.0978484769049302,0.0864759577200281,173
"no_age_moderation","8_to_19",8,19,-0.0165306865669175,-0.0165306865669175,-0.0165306865669175,0.328025394423324,0.328025394423324,0.328025394423324,0.311494707856406,-0.0530689162608112,173
"no_age_moderation","8_to_11",8,11,0.000535267741421208,0.000535267741421208,0.000535267741421208,0.0895434555737129,0.0895434555737129,0.0895434555737129,0.0900787233151341,0.00594222166702576,173
"no_age_moderation","11_to_19",11,19,-0.0170659543083387,-0.0170659543083387,-0.0170659543083387,0.238481938849611,0.238481938849611,0.238481938849611,0.221415984541272,-0.0770764330483899,173
"age_moderation","8_to_12",8,12,-0.00358372147107691,-0.00358406673976882,-0.00358389410542286,0.119303006236283,0.119302660967591,0.119302833601937,0.115718939496514,-0.0309706787930841,173
"age_moderation","12_to_16",12,16,-0.021408685784591,-0.0214083844631268,-0.0214085351238589,0.119268823544951,0.119269124866415,0.119268974205683,0.0978604390818237,-0.218765982706849,173
"age_moderation","16_to_19",16,19,0.00846159947264132,0.00846096861890189,0.0084612840457716,0.0894344391900891,0.0894338083363496,0.0894341237632193,0.0978954078089909,0.0864318790344168,173
"age_moderation","8_to_19",8,19,-0.0165294414491264,-0.016529568833175,-0.0165295051411507,0.328004355220503,0.328004227836455,0.328004291528479,0.311474786387329,-0.0530685174645107,173
"age_moderation","8_to_11",8,11,0.000535227424197,0.000535269881014599,0.0005352486526058,0.089480304283796,0.0894803467406136,0.0894803255122048,0.0900155741648106,0.00594617828716847,173
"age_moderation","11_to_19",11,19,-0.0170660225250483,-0.0170648003820997,-0.017065411453574,0.238524012604618,0.238525234747566,0.238524623676092,0.221459212222518,-0.0770589368683701,173
"no_age_moderation","8_to_12",8,12,-0.0059577226430978,-0.0059577226430978,-0.0059577226430978,-0.0816800286937482,-0.0816800286937482,-0.0816800286937482,-0.087637751336846,0.0679812358511868,174
"no_age_moderation","12_to_16",12,16,-0.00857548554006282,-0.00857548554006282,-0.00857548554006282,0.138346285998617,0.138346285998617,0.138346285998617,0.129770800458554,-0.0660817804140896,174
"no_age_moderation","16_to_19",16,19,0.0231899819191828,0.0231899819191828,0.0231899819191828,0.169383445227866,0.169383445227866,0.169383445227866,0.192573427147049,0.120421504995468,174
"no_age_moderation","8_to_19",8,19,0.00865677373602214,0.00865677373602214,0.00865677373602214,0.226049702532735,0.226049702532735,0.226049702532735,0.234706476268757,0.036883403788609,174
"no_age_moderation","8_to_11",8,11,-0.00255582558666934,-0.00255582558666934,-0.00255582558666934,-0.0730352407042014,-0.0730352407042014,-0.0730352407042014,-0.0755910662908708,0.0338112122513875,174
"no_age_moderation","11_to_19",11,19,0.0112125993226915,0.0112125993226915,0.0112125993226915,0.299084943236936,0.299084943236936,0.299084943236936,0.310297542559628,0.0361349923373526,174
"age_moderation","8_to_12",8,12,0.000118212155675336,-0.00805756663686405,-0.00396967724059436,-0.124655266720236,-0.132831045512775,-0.128743156116505,-0.1327128333571,0.0299117812511234,174
"age_moderation","12_to_16",12,16,-0.0115979796848303,-0.0105633124844693,-0.0110806460846498,0.171218556951204,0.172253224151565,0.171735890551385,0.160655244466735,-0.068971580239599,174
"age_moderation","16_to_19",16,19,0.0285654992218372,0.00214076952183231,0.0153531343718347,0.147785334079541,0.121360604379536,0.134572969229539,0.149926103601374,0.102404678058305,174
"age_moderation","8_to_19",8,19,-0.00017176628484259,0.000799144968549825,0.000313689341853618,0.177069369742459,0.178040280995851,0.177554825369155,0.177868514711009,0.00176360241363281,174
"age_moderation","8_to_11",8,11,5.07122721603197e-05,-0.0028965742483269,-0.00142293098808329,-0.103936441809563,-0.10688372833005,-0.105410085069807,-0.10683301605789,0.0133192063707369,174
"age_moderation","11_to_19",11,19,0.012707489362465,0.00103508450218648,0.00687128693232575,0.283666446266712,0.271994041406434,0.277830243836573,0.284701530768899,0.0241350543980861,174
"no_age_moderation","8_to_12",8,12,-0.0263562069820225,-0.0263562069820225,-0.0263562069820225,0.428425419446257,0.428425419446257,0.428425419446257,0.402069212464235,-0.0655514179274966,175
"no_age_moderation","12_to_16",12,16,-0.0145890157179176,-0.0145890157179176,-0.0145890157179176,0.340915873889475,0.340915873889475,0.340915873889475,0.326326858171558,-0.0447067575119661,175
"no_age_moderation","16_to_19",16,19,0.0136199842280336,0.0136199842280336,0.0136199842280336,0.379237570080897,0.379237570080897,0.379237570080897,0.392857554308931,0.0346690144523051,175
