"model","contrast","age0","age1","ACME_at_age0","ACME_at_age1","ACME_avg","ADE_Ma0","ADE_Ma1","ADE_avg","Total_effect","Prop_med_avg","boot"
"no_age_moderation","8_to_12",8,12,-0.00626385862950229,-0.00626385862950229,-0.00626385862950229,0.0169140678564173,0.0169140678564173,0.0169140678564173,0.010650209226915,-0.588144185343554,1
"no_age_moderation","12_to_16",12,16,-0.00626341173555112,-0.00626341173555112,-0.00626341173555112,0.0422019058069383,0.0422019058069383,0.0422019058069383,0.0359384940713872,-0.174281418779253,1
"no_age_moderation","16_to_19",16,19,-0.00469470876704836,-0.00469470876704836,-0.00469470876704836,0.0798421129938216,0.0798421129938216,0.0798421129938216,0.0751474042267732,-0.0624733324504607,1
"no_age_moderation","8_to_19",8,19,-0.0172219791321018,-0.0172219791321018,-0.0172219791321018,0.138958086657177,0.138958086657177,0.138958086657177,0.121736107525075,-0.141469769998637,1
"no_age_moderation","8_to_11",8,11,-0.00469762039142374,-0.00469762039142374,-0.00469762039142374,0.013417071154076,0.013417071154076,0.013417071154076,0.00871945076265224,-0.53875186858614,1
"no_age_moderation","11_to_19",11,19,-0.012524358740678,-0.012524358740678,-0.012524358740678,0.125541015503101,0.125541015503101,0.125541015503101,0.113016656762423,-0.110818697875712,1
"age_moderation","8_to_12",8,12,-0.000560637479454668,-0.00483341279196247,-0.00269702513570857,0.021560219422648,0.0172874441101402,0.0194238317663941,0.0167268066306855,-0.161239691188923,1
"age_moderation","12_to_16",12,16,-0.00483306795293183,-0.00909865912005172,-0.00696586353649177,0.0454095600007943,0.0411439688336745,0.0432767644172344,0.0363109008807426,-0.191839457780738,1
"age_moderation","16_to_19",16,19,-0.00681985418535369,-0.00921759755680451,-0.0080187258710791,0.0878501742371418,0.0854524308656909,0.0866513025514164,0.0786325766803373,-0.101977147508181,1
"age_moderation","8_to_19",8,19,-0.00154142798280432,-0.0338136571720065,-0.0176775425774054,0.165483941363772,0.13321171217457,0.149347826769171,0.131670284191765,-0.134256128373352,1
"age_moderation","8_to_11",8,11,-0.000420453623151575,-0.00282386072816854,-0.00162215717566006,0.0172635816970575,0.0148601745920406,0.0160618781445491,0.014439720968889,-0.112339925345861,1
"age_moderation","11_to_19",11,19,-0.00752871493360142,-0.024590342927957,-0.0160595289307792,0.141820906150833,0.124759278156478,0.133290092153656,0.117230563222876,-0.136990973081373,1
"no_age_moderation","8_to_12",8,12,-0.0189419192246358,-0.0189419192246358,-0.0189419192246358,0.158259943225438,0.158259943225438,0.158259943225438,0.139318024000803,-0.135961727568909,2
"no_age_moderation","12_to_16",12,16,-0.00613784935456163,-0.00613784935456163,-0.00613784935456163,0.158421190005959,0.158421190005959,0.158421190005959,0.152283340651397,-0.0403054551358458,2
"no_age_moderation","16_to_19",16,19,0.0119157923821276,0.0119157923821276,0.0119157923821276,0.119045249808226,0.119045249808226,0.119045249808226,0.130961042190353,0.0909873057119375,2
"no_age_moderation","8_to_19",8,19,-0.0131639761970699,-0.0131639761970699,-0.0131639761970699,0.435726383039623,0.435726383039623,0.435726383039623,0.422562406842553,-0.0311527385870243,2
"no_age_moderation","8_to_11",8,11,-0.0148800682157573,-0.0148800682157573,-0.0148800682157573,0.118699542813597,0.118699542813597,0.118699542813597,0.10381947459784,-0.143326367942021,2
